"index"	"tenure"	"age"	"marital"	"address"	"income"	"ed"	"employ"	"retire"	"gender"	"longmon"	"wiremon"	"churn"
"866"	8	42	"Unmarried"	3	66	"Some college"	10	"No"	"Male"	1.95	21.5	"No"
"867"	33	40	"Married"	14	19	"Some college"	5	"No"	"Male"	5.05	0	"No"
"868"	18	34	"Married"	4	42	"High school degree"	14	"No"	"Female"	6.45	0	"No"
"869"	24	31	"Married"	6	41	"High school degree"	13	"No"	"Male"	8.5	0	"No"
"870"	70	36	"Unmarried"	8	50	"Did not complete high school"	15	"No"	"Female"	20.55	0	"No"
"871"	7	38	"Unmarried"	4	70	"College degree"	4	"No"	"Male"	3.85	17.7	"Yes"
"872"	70	59	"Unmarried"	27	85	"Did not complete high school"	19	"No"	"Female"	38.9	0	"No"
"873"	20	48	"Married"	21	45	"Some college"	2	"No"	"Female"	10.7	29.4	"Yes"
"874"	54	32	"Married"	12	27	"Did not complete high school"	9	"No"	"Male"	33.95	0	"No"
"875"	36	48	"Unmarried"	28	29	"Did not complete high school"	2	"No"	"Male"	6	0	"No"
"876"	71	53	"Married"	29	48	"College degree"	0	"No"	"Female"	34.95	0	"No"
"877"	17	41	"Unmarried"	4	32	"High school degree"	3	"No"	"Male"	12.6	0	"No"
"878"	18	45	"Married"	17	43	"Did not complete high school"	9	"No"	"Male"	4.45	0	"No"
"879"	16	27	"Unmarried"	8	16	"Post-undergraduate degree"	0	"No"	"Female"	5.45	33.9	"Yes"
"880"	38	30	"Married"	6	22	"High school degree"	3	"No"	"Female"	5.6	0	"No"
"881"	52	45	"Married"	19	40	"Some college"	9	"No"	"Female"	8.45	34.1	"No"
"882"	46	48	"Married"	12	256	"Some college"	25	"No"	"Male"	13.8	66	"No"
"883"	31	46	"Unmarried"	23	144	"College degree"	13	"No"	"Male"	7.6	0	"No"
"884"	23	31	"Unmarried"	10	45	"College degree"	0	"No"	"Male"	5	0	"No"
"885"	38	56	"Married"	34	34	"High school degree"	0	"No"	"Female"	7.8	24.65	"No"
"886"	50	54	"Unmarried"	15	248	"Some college"	28	"No"	"Female"	11.05	29.15	"No"
"887"	16	49	"Unmarried"	17	41	"High school degree"	5	"No"	"Male"	4.1	31.8	"No"
"888"	14	34	"Married"	4	27	"College degree"	1	"No"	"Female"	6.05	37.85	"No"
"889"	30	52	"Unmarried"	23	17	"Some college"	3	"No"	"Female"	10.3	0	"Yes"
"890"	22	47	"Married"	0	44	"College degree"	11	"No"	"Female"	9	57	"Yes"
"891"	38	55	"Married"	12	135	"High school degree"	24	"No"	"Male"	12.15	0	"No"
"892"	59	26	"Married"	3	41	"College degree"	1	"No"	"Female"	12.65	29.15	"Yes"
"893"	54	55	"Unmarried"	1	587	"Some college"	33	"No"	"Male"	13	0	"No"
"894"	9	40	"Unmarried"	13	38	"College degree"	7	"No"	"Female"	3.35	59.55	"Yes"
"895"	67	67	"Married"	38	49	"High school degree"	10	"No"	"Female"	14.3	0	"No"
"896"	24	44	"Unmarried"	19	33	"Some college"	0	"No"	"Female"	4.65	0	"No"
"897"	12	55	"Married"	13	36	"Did not complete high school"	5	"No"	"Female"	5.95	0	"Yes"
"898"	26	47	"Unmarried"	13	54	"Some college"	0	"No"	"Male"	7.1	23.5	"No"
"899"	3	32	"Unmarried"	4	58	"High school degree"	11	"No"	"Male"	2.75	28.55	"Yes"
"900"	20	46	"Unmarried"	2	23	"Post-undergraduate degree"	4	"No"	"Female"	4.75	0	"No"
"901"	5	52	"Married"	0	97	"Post-undergraduate degree"	9	"No"	"Male"	3.1	40.3	"Yes"
"902"	58	53	"Unmarried"	19	207	"Some college"	12	"No"	"Female"	7.3	62.8	"Yes"
"903"	54	28	"Married"	2	21	"Some college"	3	"No"	"Male"	10.4	0	"No"
"904"	52	39	"Unmarried"	6	119	"Some college"	18	"No"	"Female"	10.5	0	"No"
"905"	38	30	"Married"	10	25	"Did not complete high school"	5	"No"	"Female"	3.95	0	"No"
"906"	19	46	"Unmarried"	5	59	"Some college"	17	"No"	"Male"	5.6	0	"No"
"907"	22	33	"Married"	2	24	"Did not complete high school"	3	"No"	"Male"	7.1	0	"No"
"908"	49	35	"Married"	15	113	"College degree"	4	"No"	"Male"	16.1	0	"No"
"909"	5	39	"Unmarried"	0	22	"Did not complete high school"	0	"No"	"Female"	4.7	0	"No"
"910"	18	69	"Unmarried"	28	11	"Did not complete high school"	17	"Yes"	"Male"	3.85	0	"No"
"911"	43	29	"Unmarried"	4	33	"Did not complete high school"	13	"No"	"Female"	22.05	24.95	"No"
"912"	17	50	"Unmarried"	2	205	"Post-undergraduate degree"	19	"No"	"Male"	6.95	36.65	"Yes"
"913"	37	33	"Unmarried"	4	41	"Some college"	8	"No"	"Female"	9.2	0	"Yes"
"914"	8	39	"Unmarried"	0	39	"Did not complete high school"	7	"No"	"Female"	3.15	0	"No"
"915"	51	46	"Married"	8	107	"High school degree"	21	"No"	"Female"	17.3	37.4	"No"
"916"	71	55	"Married"	11	198	"Did not complete high school"	31	"No"	"Female"	17.8	0	"No"
"917"	56	53	"Married"	23	100	"Post-undergraduate degree"	14	"No"	"Female"	14.15	0	"No"
"918"	70	68	"Unmarried"	21	1131	"High school degree"	45	"No"	"Male"	14.85	39.5	"No"
"919"	62	53	"Unmarried"	14	360	"Some college"	26	"No"	"Female"	31.9	0	"No"
"920"	50	52	"Married"	22	162	"High school degree"	27	"No"	"Female"	12.85	42.85	"No"
"921"	1	31	"Unmarried"	3	29	"Post-undergraduate degree"	2	"No"	"Female"	1.45	0	"Yes"
"922"	15	26	"Unmarried"	1	38	"College degree"	1	"No"	"Male"	7.4	0	"Yes"
"923"	72	55	"Married"	24	82	"Some college"	25	"No"	"Female"	62.3	0	"No"
"924"	69	47	"Married"	10	159	"High school degree"	24	"No"	"Male"	25.2	0	"Yes"
"925"	32	44	"Unmarried"	10	201	"High school degree"	24	"No"	"Male"	7.65	0	"No"
"926"	19	25	"Married"	6	27	"College degree"	0	"No"	"Female"	9.55	0	"Yes"
"927"	42	54	"Unmarried"	19	57	"Some college"	10	"No"	"Female"	8.7	47.5	"No"
"928"	51	49	"Unmarried"	29	45	"Did not complete high school"	16	"No"	"Male"	15.7	0	"No"
"929"	32	22	"Married"	2	17	"High school degree"	2	"No"	"Female"	4.8	0	"Yes"
"930"	26	55	"Married"	13	61	"Did not complete high school"	26	"No"	"Male"	4.25	0	"No"
"931"	39	44	"Married"	14	418	"College degree"	18	"No"	"Male"	7.05	0	"No"
"932"	72	53	"Unmarried"	12	152	"High school degree"	32	"No"	"Female"	43.25	44.9	"No"
"933"	4	39	"Unmarried"	11	38	"College degree"	1	"No"	"Male"	2.8	30.2	"Yes"
"934"	54	50	"Married"	5	151	"College degree"	20	"No"	"Male"	21.95	21.8	"No"
"935"	34	40	"Married"	21	23	"College degree"	9	"No"	"Female"	5.95	37.7	"No"
"936"	20	25	"Married"	4	33	"College degree"	0	"No"	"Female"	4.55	27.05	"No"
"937"	14	49	"Unmarried"	4	26	"Did not complete high school"	8	"No"	"Male"	6.5	0	"No"
"938"	61	59	"Unmarried"	26	89	"Did not complete high school"	40	"Yes"	"Female"	17.35	0	"No"
"939"	4	24	"Unmarried"	2	25	"College degree"	0	"No"	"Male"	3.75	0	"Yes"
"940"	16	48	"Unmarried"	25	59	"High school degree"	13	"No"	"Male"	7.85	0	"Yes"
"941"	13	41	"Unmarried"	9	55	"High school degree"	12	"No"	"Female"	4.85	0	"No"
"942"	53	37	"Married"	18	25	"Some college"	6	"No"	"Female"	9.95	0	"Yes"
"943"	58	36	"Married"	13	39	"High school degree"	8	"No"	"Female"	16.4	57.05	"Yes"
"944"	25	38	"Married"	19	56	"Did not complete high school"	19	"No"	"Female"	10.55	23.65	"No"
"945"	71	61	"Married"	19	155	"Some college"	30	"No"	"Male"	23.9	0	"No"
"946"	22	33	"Married"	13	119	"Post-undergraduate degree"	0	"No"	"Female"	4.3	60.35	"Yes"
"947"	46	48	"Married"	15	64	"Some college"	20	"No"	"Male"	10.2	23.2	"No"
"948"	66	50	"Married"	2	333	"Post-undergraduate degree"	24	"No"	"Male"	10.3	0	"No"
"949"	69	58	"Married"	29	26	"High school degree"	7	"No"	"Female"	32.65	50.65	"No"
"950"	38	49	"Married"	3	33	"College degree"	11	"No"	"Male"	6.85	25.15	"No"
"951"	16	35	"Unmarried"	7	46	"Some college"	3	"No"	"Male"	5.1	0	"No"
"952"	44	39	"Married"	8	41	"High school degree"	8	"No"	"Male"	7.55	0	"No"
"953"	50	50	"Unmarried"	24	31	"Did not complete high school"	8	"No"	"Male"	11.95	0	"No"
"954"	10	23	"Unmarried"	1	29	"College degree"	0	"No"	"Female"	4.95	50.45	"No"
"955"	7	41	"Unmarried"	6	94	"High school degree"	16	"No"	"Male"	3.85	41.4	"No"
"956"	71	48	"Unmarried"	25	288	"Some college"	19	"No"	"Male"	30.9	0	"No"
"957"	16	39	"Married"	5	31	"Did not complete high school"	4	"No"	"Female"	5	0	"No"
"958"	6	20	"Unmarried"	0	25	"High school degree"	0	"No"	"Female"	1.9	0	"No"
"959"	46	55	"Unmarried"	24	269	"High school degree"	35	"No"	"Male"	10.1	0	"No"
"960"	51	49	"Married"	13	203	"Some college"	27	"No"	"Male"	17.6	0	"No"
"961"	5	34	"Unmarried"	12	22	"High school degree"	2	"No"	"Male"	3.6	19.3	"Yes"
"962"	49	54	"Married"	23	25	"High school degree"	1	"No"	"Female"	14.65	0	"No"
"963"	49	51	"Married"	14	222	"Post-undergraduate degree"	16	"No"	"Male"	12.25	0	"No"
"964"	26	30	"Married"	4	76	"Some college"	7	"No"	"Male"	9.45	0	"No"
"965"	22	39	"Unmarried"	4	55	"High school degree"	17	"No"	"Female"	5.4	50.2	"Yes"
"966"	51	45	"Married"	4	46	"Some college"	6	"No"	"Male"	20.7	48.65	"No"
"967"	19	27	"Married"	7	56	"College degree"	1	"No"	"Male"	4.75	37.7	"Yes"
"968"	9	36	"Unmarried"	1	79	"Some college"	11	"No"	"Female"	5.8	25.9	"Yes"
"969"	15	25	"Married"	0	51	"Some college"	2	"No"	"Female"	3.15	0	"No"
"970"	57	63	"Unmarried"	19	61	"Did not complete high school"	27	"No"	"Male"	12.7	0	"No"
"971"	48	45	"Unmarried"	15	41	"Did not complete high school"	10	"No"	"Female"	10.2	0	"No"
"972"	9	53	"Married"	20	50	"High school degree"	13	"No"	"Female"	3.1	0	"Yes"
"973"	61	52	"Unmarried"	21	82	"Did not complete high school"	18	"No"	"Male"	12.1	0	"No"
"974"	72	53	"Unmarried"	34	108	"Did not complete high school"	23	"No"	"Male"	32.55	40.75	"No"
"975"	57	60	"Unmarried"	20	14	"High school degree"	27	"Yes"	"Female"	16.1	0	"No"
"976"	57	51	"Unmarried"	10	46	"Did not complete high school"	13	"No"	"Male"	15.1	0	"No"
"977"	37	60	"Married"	0	46	"Did not complete high school"	20	"No"	"Male"	8.8	0	"No"
"978"	45	51	"Unmarried"	13	146	"College degree"	16	"No"	"Male"	20.25	0	"No"
"979"	45	39	"Married"	15	36	"Did not complete high school"	11	"No"	"Female"	15.2	0	"No"
"980"	55	44	"Unmarried"	24	83	"Did not complete high school"	23	"No"	"Female"	17.35	0	"No"
"981"	24	27	"Unmarried"	2	17	"Some college"	3	"No"	"Male"	5.2	0	"Yes"
"982"	1	20	"Unmarried"	1	18	"Some college"	0	"No"	"Male"	4.2	16.85	"Yes"
"983"	34	23	"Married"	3	24	"Did not complete high school"	7	"No"	"Female"	6	0	"No"
"984"	14	37	"Married"	5	48	"Some college"	1	"No"	"Female"	4.9	0	"No"
"985"	6	32	"Unmarried"	10	47	"Did not complete high school"	10	"No"	"Male"	3.85	0	"No"
"986"	24	30	"Unmarried"	0	25	"College degree"	5	"No"	"Male"	8.7	64	"Yes"
"987"	3	26	"Married"	6	59	"College degree"	0	"No"	"Female"	2.55	19.2	"Yes"
"988"	4	30	"Unmarried"	1	45	"College degree"	6	"No"	"Male"	3.65	0	"Yes"
"989"	72	40	"Married"	19	163	"College degree"	15	"No"	"Male"	39	0	"No"
"990"	44	56	"Unmarried"	4	63	"High school degree"	6	"No"	"Female"	7.5	0	"Yes"
"991"	50	43	"Unmarried"	6	27	"Some college"	4	"No"	"Male"	15	0	"No"
"992"	61	50	"Married"	16	190	"High school degree"	22	"No"	"Female"	16.85	44.1	"No"
"993"	34	52	"Married"	2	106	"High school degree"	19	"No"	"Male"	4.95	0	"No"
"994"	26	54	"Married"	30	26	"Some college"	1	"No"	"Female"	5.2	39.25	"Yes"
"995"	15	46	"Married"	17	63	"Post-undergraduate degree"	1	"No"	"Male"	3.7	33.1	"Yes"
"996"	10	39	"Unmarried"	0	27	"Some college"	0	"No"	"Female"	3	0	"No"
"997"	7	34	"Unmarried"	2	22	"Post-undergraduate degree"	5	"No"	"Female"	4.65	0	"No"
"998"	67	59	"Unmarried"	40	944	"Post-undergraduate degree"	33	"No"	"Female"	26.75	65.8	"No"
"999"	70	49	"Unmarried"	18	87	"High school degree"	22	"No"	"Female"	25.6	0	"No"
"1000"	50	36	"Married"	7	39	"Some college"	3	"No"	"Female"	13.15	0	"Yes"
